id,name,collector,street,city,state,zip,phone,contact,instructions,created_at,updated_at,amenities,email,fax
4279,The Harvard Heights Townhomes @ 13th Street Assn.,William Halbert,123 East 13th,Houston,Texas,77008,713-861-9405,"",Include a copy of the top portion of the closing statement.,2012-07-16 11:30:34,2013-03-08 16:18:25,"",,
4280,The Heritage Oaks H.O.A.,N/A,N/A,N/A,Texas,N/A,N/A,"","THIS ASSN IS CURRENTLY NOT ASSESSING AN ANNUAL MAINT FEE. WE SUGGEST ACQUIRING A DOCUMENT TO BE SIGNED BY THE SELLER STATING THAT NO FEES ARE PAID TO ANY ASSOCIATION: THEREFORE HOLDING HARMLESS XXXXXXXXXX TITLE AND MISI SHOULD THE ASSN BEGIN ASSESSING IN THE FUTURE, MISI IS NOT RESPONSIBLE   FOR ANY RETROACTIVE FEES.",2012-07-16 11:30:34,2013-03-08 16:18:49,"",,
4283,The Homeowners Association,"Gregory Jones, Developer",11702 B Grant Road # 102,Cypress,Texas,77429,281-376-2288,"","Please send a copy of the top portion of the closing statement. 
**Prorate between the Buyer and the Seller.",2012-07-16 11:30:36,2013-03-08 16:20:40,"",,
4284,The Island at Bentwater,Sherri Auchter,170 Hillsborough Dr. West,"Montgomery,",Texas,77356,936-449-6219,"","Section 50 ONLY.
**ALSO PAYS TO Bentwater P O A & Bentwater C C.",2012-07-16 11:30:36,2013-03-08 16:21:01,"",,
4285,The Islands,Harbour Homes Development (Maria Schneider),N/A,N/A,Texas,N/A,281-337-6966,"",This Association is currently not assessing an Annual Maintenance Fee. When the developer has sold 50% or more the association will start assessing maintenance.,2012-07-16 11:30:37,2013-03-08 16:21:37,"",,
4273,The Greens H O A,George Boyum,"310 Morton Street, #155",Richmond,Texas,77469,281-798-3949,gmb@americanpromoprint.com,"At closing, please send a copy of the top portion of the closing statement.",2012-07-16 11:30:31,2013-12-18 18:28:40.495698,2ND ASSN. APPLICABLE ONLY IN THE GREENS OF PECAN GROVE PLANTATION,greenshomeowner@gmail.com,""
4286,The Lakes At Cypress Hills Owners Association,Nick Drew,17719 Berry Point Drive,Cypress,Texas,77429,nickdrew@gmail.com,"","Sales incur a $50.00 Transfer Fee payable to the Association. Refinances incur no Processing Fee.  At closing, include a copy of the top portion of the closing statement.",2012-07-16 11:30:37,2015-07-20 20:11:10.85278,"",info@lakesatcypresshill.com,""
4274,The Greens of North Gate Forest Community Assn.,Douglas Shannon,16055 North Gate Forest Drive,Houston,Texas,77068,281-893-0400,"",Sales incur a $100.00 Transfer Fee payable to the Association. Refinances incur no Processing Fee. Include a copy of the top portion of the closing statement.,2012-07-16 11:30:31,2016-08-26 20:30:38.597423,"COUNTRY CLUB MEMBERSHIP, LANDSCAPING, STREET LIGHTS, COMMON AREA LANDSCAPING, PATROL","",""
4282,The Hills of Montgomery P.O.A.,Gale Grigar,P.O. Box 425,Montgomery,Texas,77356,936-449-6524,"","Sales incur a $100.00 Transfer Fee payable to the Association. At closing, include a copy of the top portion of the closing statement.",2012-07-16 11:30:35,2014-10-17 16:27:55.934998,"","",""
4311,The Mid Lane Commons,FKA River Oaks Court HOA,"",Houston,Texas,"","","",THIS ASSOCIATION IS CURRENTLY NOT ASSESSING AN ANNUAL MAINTENANCE FEE AS OF THE DATE OF THIS REPORT. WE SUGGEST ACQUIRING A SIGNED STATEMENT. THEREFORE HOLDING HARMLESS XXXXXXXX TITLE & MISI. SHOULD THE ASSN BEGIN ASSESSING IN THE FUTURE. MISI IS NOT RESPONSIBLE FOR ANY RETROACTIVE FEES.,2012-07-16 11:30:52,2015-09-14 13:43:49.734663,"","",""
4275,The Greenway Council of Co-Owners,"",14 Greenway Plaza,Houston,Texas,77046,713-623-8281,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY FROM THE ASSOCIATION AT THE NUMBER LISTED ABOVE. PAYMENT MAY BE REQUIRED AT TIME OF REQUEST. AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:30:32,2015-09-17 19:05:26.092004,COMMUNITY INFORMATION CAN BE FOUND AT www.thegreenway.com.,"",""
4291,The Lakes of Bay Area H.A.,Lynn Affolter,7110 FM 517 West,Dickinson,Texas,77539,281-337-1296,"",Sales incur a $25.00 Transfer Fee payable to the Association. Refinances incur no Processing Fee. Include a copy of the top portion of the closing statement along with buyers current mailing and email addresses.,2012-07-16 11:30:40,2013-03-08 16:24:14,"",,
4298,The Lodge at Walden Council of Co-Owners,"",12600 Melville Drive,Montgomery,Texas,77356,936-448-4355,"","On sales, collect 2 months advance @ $ varies p/m. Sales incur a $200.00 Transfer Fee payable to the Association. Refinances incur a $25.00 Processing Fee. Insurance is through State Farm @ 409-756-2240. At closing, include a copy of the top portion of the closing statement with remittance.",2012-07-16 11:30:45,2014-06-18 16:24:35.582072,SEE: WALDEN ON LAKE CONROE,"",""
4293,The Landing At Cedar Bayou Community Association,"Residential Community Management, Inc.",2000 Dairy Ashford Suite 590,Houston,Texas,77077,281-493-5400,Cindy Yeglin,Sales incur a $50.00 Transfer Fee payable to Residential Community Management. Refinances incur a $25.00 Processing Fee. Include a copy of the top portion of the closing statement.,2012-07-16 11:30:41,2013-03-08 16:24:50,"",,
4294,The Landing At Forest Lake,Gary Plueger,P.O. Box 130261,The Woodlands,Texas,77381,281-433-4100,"",Sales incur a $50.00 Transfer Fee payable to the Association. Refinances incur no Processing Fee. Include a copy of the top portion of the closing statement.,2012-07-16 11:30:41,2013-03-08 16:25:21,"",,
4304,The Meadows C.A.,L P I Property Management,P.O. Box 3217,Pearland,Texas,77588,281-412-2580,Jordan Cook,"CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.lpipm.net. PAYMENT MAY BE REQUIRED AT TIME OF REQUEST. AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT WITH REMITTANCE.",2012-07-16 11:30:48,2014-08-15 13:50:39.241573,"","",""
5085,Windsong Property Owners Association,Marybeth Edeen,P.O. Box 192,Friendswood,Texas,77546,281-996-8347,James Leavesley482-8829,Sales incur a $ XXXXXX Transfer Fee payable to the Association. Refinances incur no Processing Fee. Include a copy of the top portion of the closing statement.,2012-07-16 11:37:58,2013-03-18 16:28:26,"",,
4289,The Lakes in Bay Colony H.O.A.,Crest Management,P.O. Box 219320,Houston,Texas,77218-9320,281-579-0761,"","Sales incur a $205.00 Transfer Fee payable to Crest Management. Refinances incur a $75.00 Processing Fee. $200.00 for a Resale Certificate, if requested.  At closing, include a copy of the top portion of the closing statement with remittance.   QUOTE VALID 30 DAYS FROM DATE OF ISSUANCE!",2012-07-16 11:30:39,2018-09-14 15:28:54.606565,"","",""
4303,The Meadow Grove Homeowners Association,N/A,N/A,N/A,Texas,N/A,N/A,"",THIS ASSN IS CURRENTLY NOT ASSESSING AN ANNUAL MAINTENANCE FEE. WE SUGGEST ACQUIRING A DOCUMENT SIGNED BY THE SELLER STATING NO FEES ARE PAID TO ANY ASSN; THEREFORE HOLDING HARMLESS XXXXXXXXXXXX TITLE & MISI SHOULD THE ASSN BEGIN ASSESSING IN THE FUTURE. MISI IS NOT RESPONSIBLE FOR RETROACTIVE FEES.,2012-07-16 11:30:48,2013-03-08 16:36:40,"",,
4290,The Lakes of Avalon Village CA,A C M I,"12603 Louetta, # 101",Cypress,Texas,77429-5136,281-251-2292,"","Sales incur a $185.00 Transfer Fee + $XX.00 Quote Fee payable to ACMI. Refinances incur a $135.00 Processing Fee + $XX.00 Quote Fee.Updates incur add'l $10.00 Quote Fees. Resale Certificate: $150.00(>7days) or $250.00(<7days). At closing, include a copy of the top portion of the closing statement with remittance. ",2012-07-16 11:30:39,2016-11-02 19:05:36.095981,** TRANSFER AND QUOTE FEES ARE WAIVED ON DEVELOPER OT BUILDER SALES **,"",""
4310,"The Meridian Townhome Association, Inc.",Pat Gibson,P.O. Box 580542,"Nassau Bay,",Texas,77258-0542,281-474-4347,"",Insurance is thru Ted Allen @ 713-706-3799.  Include a copy of the top portion of the closing statement.,2012-07-16 11:30:52,2013-03-08 16:39:58,"COMMON AREA LANDSCAPING, RECREATIONAL FACILITIES, LIGHTING, POOL",,
4312,The Nantucket T/H Assn,Susie Alexander,2121 Nantucket,Houston,Texas,77057,713-532-8164,"",Sales & Refinances incur no other fees. Please send a copy of the top portion of the closing statement for records.,2012-07-16 11:30:53,2016-09-29 18:48:22.100369,"","",""
4305,The Meadows at Imperial Oaks H O A,Van Mor,"8711 Highway 6 North, #270",Houston,Texas,77095,832-593-7300,(1-15-15),"Sales incur a $185.00 Transfer Fee payable to Van Mor. Refinances incur a $100.00 Processing Fee. $185.00 for a Resale Certificate, if requested. At closing, include a copy of the top portion of the closing statement with remittance.",2012-07-16 11:30:49,2015-01-15 21:13:57.167143,"","",832-593-7301
4297,The Leader Crossing C A ,Real Manage,"2633 McKinney Avenue, #130-502",Dallas,Texas,75204,281-531-0002,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.ciranet.com.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:30:45,2016-02-11 16:24:40.788665,"","",""
4317,The Oaks Maintenance Fund,N/A,N/A,N/A,Texas,N/A,409-756-5233,Randy Briers,"THIS ASSN. IS CURRENTLY NOT ASSESSING AN ANNUAL MAINTENANCE FEE AS OF THE DATE OF THIS REPORT; WE SUGGEST ACQUIRING A SIGNED STATEMENT FROM THE SELLER THAT THE SELLER IS CURRENTLY NOT PAYING ANY FEES TO ANY ASSN., THEREFORE HOLDING HARMLESS XXXXXXX TITLE AND MISI. SHOULD THE ASSN. BEGIN     ASSESSING IN THE FUTURE, MISI IS NOT RESPONSIBLE FOR ANY RETROACTIVE FEES.",2012-07-16 11:30:55,2013-03-08 16:44:47,"",,
4320,The Oaks of Fleetwood Townhomes,N/A,N/A,N/A,Texas,N/A,N /A,"",SEE MEMORIAL LAKEFRONT TOWNHOMES ASSOCIATION,2012-07-16 11:30:57,2013-03-08 16:45:32,"",,
4321,The Oaks of River Oaks Condominiums,Raeburn Marshall,2423 Kingston,Houston,Texas,77019-0000,713-874-1673,713-230-7236,Please send a copy of the top portion of the closing statement.,2012-07-16 11:30:57,2013-03-08 16:45:45,"",,
4322,The Oaks of Riverbend Homeowners Association,N/A,N/A,N/A,Texas,N/A,N/A,Faye Stromatt,"AS OF THE DATE OF THIS REPORT, WE ARE UNABLE TO DETERMINE THE EXISTENCE OF AN ACTIVE ASSOCIATION.",2012-07-16 11:30:58,2013-03-08 16:46:15,"",,
4323,The Oaks of Willis,N/A,N/A,N/A,Texas,N/A,N/A,"",THIS ASSN IS CURRENTLY NOT ASSESSING AN ANNUAL MAINTENANCE FEE. WE SUGGEST ACQUIRING A DOCUMENT TO BE SIGNED BY THE SELLER STATING THAT NO FEES ARE PAID TO ANY ASSN;THEREFORE HOLDING HARMLESS XXXXXXXXXXX TITLE AND MISI SHOULD THE ASSN BEGIN ASSESSING IN THE FUTURE. MISI IS NOT RESPONSIBLE FOR ANY RETROACTIVE FEES.,2012-07-16 11:30:59,2013-03-08 16:46:40,"",,
4350,The Promenade @ Stafford Run,Principal Management Group,11000 Corporate Center Drive # 150,Houston,Texas,77041,713-329-7100,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.pmghouston.com.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:31:13,2014-01-08 00:45:17.397439,"","",""
5804,The Stanford Condo Assn.,J D H Property Management,P.O. Box 96046,Houston,Texas,77213,280-457-5341,marieb@jdhamc.com,"CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com.  FOR TECHNICAL ASSISTANCE WITH THIS WEBSITE, CALL TOLL FREE : 1-866-925-5004.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2013-08-27 17:30:42.977673,2017-11-08 03:57:05.172287,"","",""
4296,The Landing Council of Co-Owners,H C M,"1225 Alma Road, Suite 100",Richardson,Texas,75081,832-864-1200,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.houcomm.com.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:30:44,2017-08-16 02:55:31.487931,"","",""
4306,The Meadows in Bay Colony,H C M,"1225 Alma Road, Suite 100",Richardson,Texas,75081,832-864-1200,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.houcomm.com.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:30:49,2017-08-16 02:55:50.558359,"","",""
2098,Inwood Park Community Association,J D H Property Management,P.O. Box 96046,Houston,Texas,77213,281-457-5341,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com.  FOR TECHNICAL ASSISTANCE WITH THIS WEBSITE, CALL TOLL FREE : 1-866-925-5004.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:10:54,2017-11-08 03:27:51.399999,"",www.jdhamc.com,281-457-5343
4324,The Orchard - Sugar Land P.O.A.,J D H Property Management,P.O. Box 96046,Houston,Texas,77213,281-457-5341,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com.  FOR TECHNICAL ASSISTANCE WITH THIS WEBSITE, CALL TOLL FREE : 1-866-925-5004.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:30:59,2017-11-08 03:56:03.037494,"","",281-457-5343
1849,Heatherwood Village Community Association,Esquire Community Management,3830 Fernglade Drive,Houston,Texas,77068,281-444-9250,"","Sales incur 2 Transfer Fees: $100.00 payable to the Association & $250.00 payable to Jeffrey H. Ewalt, Esquire. Refinances incur a $175.00 Processing Fee payable to Jeffrey H Ewalt, Esquire. At closing, include a copy of the top portion of the closing statement with remittance.",2012-07-16 11:08:37,2018-08-09 21:32:32.667831,"",jewalt@aol.com,832-442-3523
4326,The Palms Condominiums,Etheredge Property Management,3206 Palmer Hwy,"Texas City,",Texas,77590,409-945-2577,"",Special Assessment of xxxxxx P/M is due/paid.  Insurance is thru Ted Allen @ 713-706-3799.  Sales incur a $125.00 Transfer Fee payable to the Association AND a $50.00 Fee payable to Etheredge P.M. Collect 2 months in advance at xxxxxx P/M for maintenance AND 2 months for the Special Assessment. Include a copy of the top of closing statement.,2012-07-16 11:31:00,2013-03-08 16:47:58,"",,
4325,The Oxford Council of Co-Owners,"","5150 Hidalgo, #2000",Houston,Texas,77056-6409,713-961-3402,"","THE COLLECTOR REQUESTS THE TITLE COMPANY CONTACT THE ASSOCIATION DIRECTLY AT THE NUMBER ABOVE OR EMAIL management@oxforduptown.org. AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT WITH REMITTANCE. ",2012-07-16 11:31:00,2017-01-04 19:24:05.676636,"",management@oxforduptown.org,""
4332,The Park @ Post Oak P.O.A.,J.G. Cassellton Inc.,P.O. Box 270631,Houston,Texas,77277,713-621-0701,"",Sales incur a $75.00 Transfer Fee payable to JG Cassellton. Refinances incur a $35.00 Processing Fee. Include a copy of the top portion of the closing statement.,2012-07-16 11:31:04,2013-03-08 19:14:48,"",,
4395,The Woods of Quail Valley,Marshall Management Group,P.O. Box 35720,Houston,Texas,77235,713-977-6644,"",Sales incur a $75.00 Transfer Fee payable to Marshall Management Group. Refinances incur a $75.00 Processing Fee. Please include a copy of the top portion of the closing statement.,2012-07-16 11:31:38,2014-10-08 01:51:24.976242,"","",""
4363,The Sussex Council of Co-Owners,Property Masters,"11311 Richmond Avenue, Suite L-103",Houston,Texas,77082,281-556-5111,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com.  FOR TECHNICAL ASSISTANCE WITH THIS WEBSITE, CALL TOLL FREE : 1-866-925-5004.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:31:20,2017-01-13 14:54:30.579225,"","",""
6059,Brunswick Place H O A,Principal Managment Group,"11000 Corporate Center Drive, # 150",Houston,Texas,77041,713-329-7100,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.pmghouston.com.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2015-03-23 19:18:26.692386,2015-03-23 19:19:21.824652,SECTION 7 OF BRUNSWICK LAKES. ,www.pmghouston.com,""
5068,Windermere Owner's Association,Jeff Balliet,26 Windermere,Houston,Texas,77063,713-302-5946,October 2015,"Sales incur a $100.00 transfer fee payable to the Association.  At closing, include a copy of the top portion of the closing statement with remittance.
",2012-07-16 11:37:49,2015-10-05 18:27:22.955839,"",jeff@vallp.com,""
4343,The Phoenician at Austin Condo Association,N/A,N/A,N/A,Texas,N/A,N/A,"","",2012-07-16 11:31:09,2013-03-08 19:18:54,"",,
4345,The Plaza Homeowners Association,"Roy Bowman, Treasurer","3812 W. Alabama, #B",Houston,Texas,77027,713-960-1708,713-501-0108 Cell.,There is No Transfer Fee or Processing Fee assessed. Please forward a copy of the top portion of the closing statement.,2012-07-16 11:31:10,2013-03-08 19:20:18,"",,
4346,The Point @ Walden C of C,N/A,P.O. Box 9064,The Woodlands,Texas,77387-9064,936-524-0755,Ann Marshall,Sales incur a $25.00 Transfer Fee. Please include a copy of the top portion of the closing statement.,2012-07-16 11:31:11,2013-03-08 19:20:43,"",,
4348,The Pointe @ Walden Condo. Council of Co-Owners,Real Fine Enterprises,P.O. Box 344,Conroe,Texas,77305,936-524-0755,Ann Marshall,"Collect a $25.00 Transfer Fee payable to the Association. Blanket insurance with Hamann Ins., 713-392-9231.
**SEE SECOND ASSESSMENT TO WALDEN C.I.A.",2012-07-16 11:31:12,2013-03-08 19:22:11,MAINTENANCE ON COMMON AREAS,,
4351,The Ranches @ Pinehurst,Bill Galloway,7 Riata Drive,Magnolia,Texas,77354,281-356-7333,"",Sales incur a $100.00 Transfer Fee payable to the Association. Refinances incur no Processing Fee. Include a copy of the top portion of the closing statement.,2012-07-16 11:31:14,2013-03-08 19:22:55,"",,
4697,Walden on Lake Conroe Association - Section 12,Rafael Navo,4600 Post Oak Place Drive Suite 152,Houston,Texas,77027,713-626-7560,"",SEE WALDEN ON LAKE CONROE CIA.,2012-07-16 11:34:23,2013-03-14 18:04:29,"",,
4337,"The Park on Cambridge Homeowners Association, Inc.",H C M ,"1225 Alma Road, Suite 100",Richardson,Texas,75081,832-864-1200,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.houcomm.com.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:31:06,2017-08-16 02:56:36.246112,"","",""
5886,Chelsea Heights HOA,J D H Property Management,P. O. Box 96046,Houston,Texas,77213,281-457-5341,Feb. 2014: Maria,"CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com.  FOR TECHNICAL ASSISTANCE WITH THIS WEBSITE, CALL TOLL FREE : 1-866-925-5004.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2014-02-13 15:19:18.771448,2017-11-08 03:14:37.932788,"","",281-457-5343
4329,The Park @ Cypresswood H.O.A.,J D H Property Management,P.O. Box 96046,Houston,Texas,77213,281-457-5341,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com.  FOR TECHNICAL ASSISTANCE WITH THIS WEBSITE, CALL TOLL FREE : 1-866-925-5004.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:31:02,2017-11-08 03:56:18.22641,"","",""
4314,The New Forest P O A,Principal Management Group,11000 Corporate Center # 150,Houston,Texas,77041,713-329-7100,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.pmghouston.com.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:30:54,2018-01-21 20:57:11.889552,"","",""
4342,The Pavillion,First Service Residential ,"1330 Enclave Parkway, Suite 425",Houston,Texas,77077,713-932-1122,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY FROM FIRST SERVICE RESIDENTIAL AT THE NUMBER LISTED ABOVE, OR VISIT www.fsresidential.com.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:31:09,2018-04-11 16:14:33.009555,"","",""
4328,"The Palms Office Condos Louetta, Association",Chaparral Management,P.O. Box 681007,Houston,Texas,77268-1007,281-537-0957,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com.  FOR TECHNICAL ASSISTANCE WITH THIS WEBSITE, CALL TOLL FREE : 1-866-925-5004.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:31:01,2018-06-14 21:28:07.422444,"","",""
4354,The Reserve Property Owners Association,N/A,N/A,N/A,Texas,N/A,409-539-4441,Ken Johnston,"THIS ASSN. IS CURRENTLY NOT ASSESSING AN ANNUAL MAINTENANCE FEE AS OF THE DATE OF THIS REPORT; WE SUGGEST ACQUIRING A SIGNED STATEMENT FROM THE SELLER THAT THE SELLER IS CURRENTLY NOT PAYING ANY FEES TO ANY ASSN., THEREFORE HOLDING HARMLESS XXXXXXXXX TITLE AND MISI. SHOULD THE ASSN. BEGIN ASSESSING IN THE FUTURE, MISI IS NOT RESPONSIBLE FOR ANY RETROACTIVE FEES.",2012-07-16 11:31:15,2013-03-08 19:24:34,"",,
4355,The Reserves,Tejas Associates,4543 Post Oak Place # 111,Houston,Texas,77027,409-441-0222,Larry Austin,Sales incur a $100.00 Transfer Fee payable to Tejas Associates. Refinances incur no Processing Fee. Include a copy of the top portion of the closing statement.,2012-07-16 11:31:16,2013-03-08 19:25:00,"",,
4360,The Shores Six Association,Gibraltar Savings Association,N/A,N/A,Texas,N/A,N/A,SEE ALSO ATASCOCITA CIA,"THIS ASSN. IS CURRENTLY NOT ASSESSING AN ANNUAL MAINTENANCE FEE AS OF THE DATE OF THIS REPORT; WE SUGGEST ACQUIRING A SIGNED STATEMENT FROM THE SELLER THAT THE SELLER IS CURRENTLY NOT PAYING ANY FEES TO ANY ASSN.,THEREFORE HOLDING HARMLESS XXXXXXXX TITLE AND MISI. SHOULD THE ASSN. BEGIN ASSESSING IN THE FUTURE, MISI IS NOT RESPONSIBLE FOR ANY RETROACTIVE FEES.",2012-07-16 11:31:19,2013-03-08 19:29:33,"",,
4362,The Springbrook Plaza P.O.A.,Fred Magee,P.O. Box 130060,Houston,Texas,77219,713-256-8199,"",THIS ASSN IS CURRENTLY NOT ASSESSING AN ANNUAL MAINTENANCE FEE. WE SUGGEST ACQUIRING A DOCUMENT TO BE SIGNED BY THE SELLER STATING THAT NO FEES ARE PAID TO ANY ASSOCIATION: THEREFORE HOLDING HARMLESS XXXXXXXXXXXX TITLE AND MISI SHOULD THE ASSN BEGIN ASSESSING IN THE FUTURE.  MISI IS NOT RESPONSIBLE  FOR ANY RETROACTIVE FEES.,2012-07-16 11:31:20,2013-03-08 19:31:55,"",,
4368,The Tree Top @ Post Oak Condo Association,The Flad Group,"2440 South Boulevard, #108",Houston,Texas,77098,713-571-2162,832-498-3829: Michael,"Sales incur a $200.00 Transfer Fee payable to Flad Group. Refinances incur a $200.00 Processing Fee. On sales, collect 2 months advance @ $varies pm as NON-REFUNDABLE RESERVE. Insurance is thru The Flad Group @ 713-528-3523. Include a copy of the top portion of the closing statement.",2012-07-16 11:31:23,2013-03-08 20:03:39,"",,
4371,The View @ Manor Park T/H Association,Tony Hill,"448 West 19th Street, #199",Houston,Texas,77008,281-536-0767,"","On sales, collect 2 months advance @ $varies pm. Sales incur a $100.00 Transfer Fee payable to the Association. Refinances incur no Processing Fee. Include a copy of the top portion of the closing statement.",2012-07-16 11:31:25,2013-03-08 20:06:33,"",,
4373,The Village Civic Association,Roy Rogan,P.O. Box 50,Porter,Texas,77365,281-354-5212,"",Please send a copy of the top portion of the closing statement.,2012-07-16 11:31:26,2013-03-08 20:07:19,"",,
4375,"The Village at Woodway Section II H.O.A., Inc.",Ray Miller,1313 Winrock Blvd,Houston,Texas,77057,713-789-2126,"","*FEES INCLUDE THE ROAD MAINTENANCE COST. Sales incur a $100.00 Transfer Fee payable to the Association. Refinances incur no Processing Fee. At closing, include a copy of the top portion of the closing statement with remittance.",2012-07-16 11:31:27,2013-03-08 20:08:00,COMMON AREA UPKEEP,,
4379,The Villas on Nantucket,John Evan,2124 B. Nantucket,Houston,Texas,77057,713-213-2212,"",Sales and Refinances incur no other fees. Please include a copy of the top portion of the closing statement.,2012-07-16 11:31:29,2013-05-01 13:38:01,"",,
4376,The Village in Northgate Forest,Doug Shannon,16055 Northgate Forest,Houston,Texas,77068,281-893-0400,"","Sales incur a $100.00 Transfer Fee payable to the Association. Refinances incur no Processing Fee. At closing, include a copy of the top portion of the closing statement with remittance.",2012-07-16 11:31:27,2015-06-18 21:42:39.48619,"","",""
4336,The Park at Saddlebrook H O A,Ron Ladin,P. O. Box 701039,Houston,Texas,77270-1039,713-860-5999,10-28-15,"On sales, collect 3 months advance at the current monthly assessment listed about. Sales  incur a $250.00 Transfer Fee payable to the Association. Refinance incur no Processing Fee. At closing, include a copy of the top portion of the closing statement with remittance.",2012-07-16 11:31:06,2017-03-14 02:13:01.143142,"","",""
4374,The Village at Cypress Homeowners Association,Desi McKinney,14615 Scott Circle,Cypress,Texas,77429,281-970-3906,"",Sales and Refinances incur no other fees at this time. Please send a copy of the top portion of the closing statement with current contact information for the purchaser.,2012-07-16 11:31:26,2017-04-25 14:20:02.884059,"",desimck@comcast.net,""
